60	A supply chain disruption is any event that causes a disruption in the production, sale, or distribution of products.
61	Metamaterials are synthetic composite materials with a structure such that it exhibits properties not usually found in natural materials, especially a negative refractive index.
62	Blokecore describes a particular subculture and clothing of a vintage football fan.
63	An airtag is a tracking device that helps people find personal objects.
64	Woke is an adjective meaning "alert to racial prejudice and discrimination".
65	A controlled burn is a fire set intentionally for purposes of forest management, fire suppression, farming, prairie restoration or greenhouse gas abatement.
66	Visible mending isr the technique of deliberately fixing a piece of clothing in a decorative way.
67	Sea moss typically refers to a specific type of algae or seaweed.
68	RMDs stand for required minimum distributions, which are minimum amounts that U.S. law requires one to withdraw annually from retirement plans.
69	A butter board is a dish consisting of soft butter, spread over a wooden cutting board, and sprinkled with condiments, ingredients and edible decorations such as salt, pepper, chili flakes, honey, lemon zest, fruit or vegetable slices, herbs or edible flowers.
70	An organoid is an artificially grown mass of cells or tissue that resembles an organ.
71	Pay transparency refers to the practice of openly sharing information about compensation with employees and job candidates.
72	Housing insecurity is the lack of security in an individual shelter that is the result of high housing costs relative to income, poor housing quality, unstable neighborhoods, overcrowding, and, but may not include, homelessness.
73	A rate hike is the raising of interest rates by the government to slow the amount of money circulating through the economy.
74	Therapy-speak is prescriptive language describing certain psychological concepts and behaviors.
75	A Green bond is a fixed-income financial instruments which is used to fund projects that have positive environmental and/or climate benefits.
76	Egg freezing is a procedure to preserve a woman's eggs. This technique has been used to enable women to postpone pregnancy to a later date – whether for medical or social reasons.
77	The Great Resignation is an ongoing economic trend in which employees have voluntarily resigned from their jobs en masse, beginning in early 2021 in the wake of the COVID-19 pandemic.
78	A hydrogen car uses the element hydrogen as fuel for motive power.
79	Twisties are the loss of spatial awareness or physical orientation resulting in an inability to execute gymnastics skills previously within an athlete's repertoire.
80	Synthetic nicotine is nicotine that is created in a laboratory and not derived from tobacco.
81	Inclusion in education refers to all students being able to access and gain equal opportunities to education and learning.
82	Finsta is a fake Instagram account. People use Finstas to post content that is deemed inappropriate or too private for their main Instagram account.
83	FAANG is an acronym for the five best-performing American tech stocks in the market: Meta (formerly Facebook), Apple, Amazon, Netflix, and Google.
84	Puddle lights are the car lamps placed just below the mirror that illuminate the ground near the car door.
85	Soft girl is a fashion style and a lifestyle, popular among some young women on social media, based on a deliberately cutesy, feminine look with a girly girl attitude
86	Woke capital refers to a form of marketing, advertising and corporate structures that pertains to sociopolitical standpoints tied to social justice and activist causes.
87	Marital hatred is that time period in a marriage where the partners see each other in a negative light too often.
88	Microaggression is a term used for commonplace verbal, behavioral or environmental slights, whether intentional or unintentional, that communicate hostile, derogatory, or negative attitudes toward stigmatized or culturally marginalized groups.
89	Goblin mode is the rejection of societal expectations in a hedonistic manner without concern for one's self-image.
90	Porpoising describes a car mimicking the movement of a porpoise as it travels through water by bouncing up and down on their suspension.
91	A digital detox is a period of time during which a person refrains from using electronic devices such as smartphones or computers, regarded as an opportunity to reduce stress or focus on social interaction in the physical world.
92	Intersectionality is the interconnected nature of social categorizations such as race, class, and gender as they apply to a given individual or group, regarded as creating overlapping and interdependent systems of discrimination or disadvantage.
93	Cash stuffing involves setting aside cash in marked envelopes for different spending categories and only spending what you've allocated each month.
94	Postbiotics are the waste left behind after your body digests both prebiotics and probiotics.
95	Buccal fat is the fat between your cheekbones and jaw bones that help make up the shape of your face.
96	The tripledemic refers to a collision of RSV﻿ (respiratory syncytial virus), flu, and COVID-19 to the extent that it might overwhelm hospital emergency departments.
97	Generative AI is a type of artificial intelligence technology that can produce various types of content, including text, imagery, audio and synthetic data.
98	Straight coded refers to a character in media that has a subtextual coding as being heterosexual.
99	FNF refers to women who are single and free, not hassled by a deadbeat boyfriend that fails to treat her well.
100	A pick me girl is a person who begs for the attention and approval of a specific group in everything they say and do. In most cases, they seek "to gain the attention and acceptance of the opposite gender."
101	"Rizz" is a slang term often used to describe someone's ability to flirt and be charming, especially for their verbal communication while pursuing a romantic interest.
102	RCTA stands for 'Race Change To Another,' which refers to the concept that a person can transition to another race.
103	Remote workers are employees who have a type of flexible working arrangement that allows them to work from remote location outside of corporate offices.
104	A "poison pill" is a type of defensive tactic used by a corporation's board of directors against a takeover.
105	Decarbonomics provides a data driven portfolio level approach to allow companies, to successfully decarbonise and implement cost effective net zero transitions.
106	A windfall tax is a higher tax rate on profits that ensue from a sudden windfall gain to a particular company or industry.
107	A webinar is a seminar or other presentation that takes place on the internet, allowing participants in different locations to see and hear the presenter, ask questions, and sometimes answer polls.
108	Microplastics are extremely small pieces of plastic debris in the environment resulting from the disposal and breakdown of consumer products and industrial waste.
109	Mpox is an infectious disease caused by the monkeypox virus. It can cause a painful rash, enlarged lymph nodes and fever.
110	Climate doomism is the view that humanity has lost the climate battle, and we feel nothing but helplessness and anxiety about it.
111	ChatGPT is an artificial intelligence (AI) chatbot that uses natural language processing to create humanlike conversational dialogue.
112	Dating Wrapped is the Spotify-inspired TikTok trend that encourages people to reflect on their best and worst dating moments of 2022.
113	The “internal shower” is a drink made from chia seeds and lemon water that is supposed to relieve constipation, and which is currently a viral trend on TikTok.
114	Thick water is water that is thickened to allow a person with dysphagia to swallow the water safely and properly.
115	Remote surgery is the ability for a doctor to perform surgery on a patient even though they are not physically in the same location.
116	Innovation districts are urban geographies of innovation where companies and other private actors develop integrated strategies and solutions to develop thriving innovation ecosystems–areas that attract entrepreneurs, startups, and business incubators.
117	Vaccine nationalism occurs when governments sign agreements with pharmaceutical manufacturers to supply their own populations with vaccines ahead of them becoming available for other countries.
118	Vertical transmission is the transfer of pathogens and microbes from the parent directly to the offspring.
119	Digital transformation is the process of adoption and implementation of digital technology by an organization in order to create new or modify existing products, services and operations by the means of translating business processes into a digital format.
120	Small modular reactors are nuclear fission reactors that are smaller than conventional nuclear reactors, which can be built in one location, then shipped and operated at a separate site.
121	Intermittent fasting is any of various meal timing schedules that cycle between voluntary fasting and non-fasting over a given period.
122	Dark patterns are "user interfaces that have been carefully crafted to trick users into doing things, such as buying overpriced insurance with their purchase or signing up for recurring bills".
123	Neopronouns are a category of neologistic English third-person personal pronouns beyond "he", "she", and "they". Neopronouns are preferred by some non-binary individuals who feel that they provide options to reflect their gender identity more accurately than conventional pronouns.
124	A premium bank account is a type of bank account in which account holders are rewarded for meeting high balance requirements or paying higher monthly fees.
125	equity investing is the process of investing money in a company by purchasing shares of that company in the stock market.
126	Transmasculine refers to a person who was registered as female at birth but whose gender identity is in some way aligned with or characterized by masculinity.
127	Transfemme is a broader umbrella term for assigned-male trans individuals with a predominantly feminine identity or gender expression.
128	A meal kit is a subscription service–foodservice business model where a company sends customers pre-portioned and sometimes partially-prepared food ingredients and recipes to prepare home-cooked meals.
129	Energy imbalance is a condition in which energy output exceeds energy intake.
130	Clickbait culture is a culture of using sensationalized headlines or pieces of text on the internet designed to entice people to follow a link to an article on another web page.
131	An anti-racist has beliefs which encompass a range of ideas and political actions which are meant to counter racial prejudice, systemic racism, and the oppression of specific racial groups.
132	Carbon farming is a name for a variety of agricultural methods aimed at sequestering atmospheric carbon into the soil and in crop roots, wood and leaves.
133	Herd immunity is a form of indirect protection that applies only to contagious diseases. It occurs when a sufficient percentage of a population has become immune to an infection, whether through previous infections or vaccination, thereby reducing the likelihood of infection for individuals who lack immunity.
134	Wind chill is the lowering of body temperature due to the passing flow of lower-temperature air.
135	Attack Surface Management (ASM) is the process of continuously identifying, monitoring and managing all internal and external internet-connected assets for potential attacks.
136	Fire weather is the use of weather terms like wind speed to determine whether conditions are favorable for fire growth and smoke dispersion.
137	Misgendering refers to someone using a word, especially a pronoun or form of address, that does not reflect their gender identity.
138	Lexical imperialism is defined as "the transfer of traits from a dominant language to other people". This language "transfer" (or rather unilateral imposition) comes about because of imperialism.
139	Embedded finance is the integration of financial services or products within nonfinancial services.
140	Pentesting is an authorized simulated cyberattack on a computer system, performed to evaluate the security of the system.
141	Cybersickness is a form of motion sickness that occurs as a result of exposure to immersive eXtended Reality (XR) environments, such as virtual reality (VR) and augmented reality (AR) applications.
142	Climate investing refer to the allocation of capital in projects, companies, and financial instruments that aim to mitigate the effects of climate change, promote sustainability, and foster the transition to a low-carbon economy.
143	Budget reconciliation is a special parliamentary procedure of the United States Congress set up to expedite the passage of certain budgetary legislation in the Senate.
144	Revenge bedtime procrastination is a psychological phenomenon that involves needlessly and voluntarily delaying going to bed, despite foreseeably being worse off as a result.
145	The rate of perceived exertion is a frequently used quantitative measure of perceived exertion during physical activity. Wikipedia
146	Lip flip is a cosmetic procedure that modifies the shape of the lips to increase the size of the lips.
147	The bear plank refers to holding a ground-based position using straight arms and bent legs, rather than straight arms and straight legs.
148	Ear seeds are seeds placed on your ear to serve as tiny acupressure devices.
149	CX refers to how a business engages with its customers at every point of their buying journey—from marketing to sales to customer service and everywhere in between. In large part, it’s the sum total of all interactions a customer has with your brand.
150	Defi offers financial instruments without relying on intermediaries such as brokerages, exchanges, or banks by using smart contracts on a blockchain, mainly Ethereum.
151	An oled is a light-emitting diode in which the emissive electroluminescent layer is a film of organic compound that emits light in response to an electric current.
152	Microschooling is seen as being in between homeschooling and private schooling and is designed to offer a full-year of education at around $10,000 or often less. Its growing popularity stems from a general dissatisfaction of how schools (public and private) often structure their content.
153	A stablecoin is a type of cryptocurrency where the value of the digital asset is supposed to be pegged to a reference asset, which is either fiat money, exchange-traded commodities, or another cryptocurrency.
154	The sixth mass extinction is the ongoing extinction event caused by humans damaging the environment (ecocide) during the Holocene epoch.
155	The Great Replacement is a white nationalist far-right conspiracy theory that states that, with the complicity of elites, the ethnic white populations are being demographically and culturally replaced with non-white people through mass migration and a drop in the birth rate of white people.
156	Carbon capture and storage is a process in which a relatively pure stream of carbon dioxide from industrial sources is separated, treated and transported to a long-term storage location.
157	Renewable natural gas is a biogas which has been upgraded to a quality similar to fossil natural gas and has a methane concentration of 90% or greater.
158	non-fungible tokens are a unique digital identifier that is recorded on a blockchain, and is used to certify ownership and authenticity.
159	Staking is when you lock crypto assets for a set period of time to help support the operation of a blockchain.
160	A draft opinion is a document where assigned justices draft and circulate opinions outlining their decision and their reasoning. assigned justices draft and circulate opinions outlining their decision and their reasoning.
161	A Split King Bed is a king size mattress that is split right down the middle.
162	Committed warming refers to future increases in global temperatures that will be caused by greenhouse gases that have already been emitted.
163	Intuitive eating is an approach to eating that focuses on the body's response to cues of hunger and satisfaction.
164	Dapps are applications that can operate autonomously, typically through the use of smart contracts, that run on a decentralized computing, blockchain or other distributed ledger system.
165	In-contest possession is a period where neither team has controlled possession of the ball and occurs through possession contests where both teams are challenging or trying to gain control of the ball.
166	hypersonic weapons are weapons capable of travelling at hypersonic speed, defined as between 5 and 25 times the speed of sound.
167	The Omicron variant is a variant of the COVID-19 virus.
168	Long covid is a syndrome characterized by the persistence or development of symptoms attributed to Covid-19 (typically including extreme fatigue, breathlessness, and muscle weakness) more than twelve weeks after initial infection.
169	Forever chemicals are used to make products grease proof, water-proof, stick-proof, and stain-resistant that are toxic to humans and nearly indestructible.
170	Dabloons are a fictional currency and internet trend which started circulating and are experiencing inflation.
171	PFAs are used to make products grease proof, water-proof, stick-proof, and stain-resistant that are toxic to humans and nearly indestructible.
172	Meme stocks are stocks that gain popularity among retail investors through social media. The popularity of meme stocks is generally based on internet memes shared among traders, on social media platforms.
173	Medical gaslighting describes a behavior in which a physician or other medical professional dismisses or downplays a patient's physical symptoms or attributes them to something else, such as a psychological condition.
174	Live service game are a type of video game that's designed to keep people engaged, so they play it for as long as possible.
175	Angel numbers are repeating number sequences, often believed to carry spiritual messages.
176	Nepo babies refer to the children of celebrities who have succeeded in careers similar to those of their parents
177	Student loan forgiveness means a debt (or part of a debt) is eliminated or forgiven in finance parlance—relieving the borrower of the obligation to repay it.
178	Zero-covid protest is a protest that occurs over a country's strict pandemic restrictions.
179	Mezcal is a distilled alcoholic beverage made from any type of agave.
180	Blue carbon refers to the role that tidal marshes, mangroves and seagrasses can play in carbon sequestration.
181	The "metaverse" is a hypothetical iteration of the Internet as a single, universal, and immersive virtual world that is facilitated by the use of virtual reality and augmented reality headsets.a
182	Task paralysis is the inability to start a task because you are feeling overwhelmed from all the things you have to do.
183	Rainbow fentanyl are fentanyl pills and powder that come in a variety of bright colors, shapes, and sizes that represent a deliberate effort by drug traffickers to drive addiction amongst kids and young adults.
184	Phrogging is the act of secretly living in another person's home without their knowledge or permission.
185	Flurona is a coinfection with influenza and COVID-19.
186	Quiet quitting is when employees continue to put in the minimum amount of effort to keep their jobs, but don't go the extra mile for their employer.
187	The social battery is a metaphor for explaining how much energy a person has for socializing.
188	Active listening is the practice of preparing to listen, observing what verbal and non-verbal messages are being sent, and then providing appropriate feedback for the sake of showing attentiveness to the message being presented.
189	Quiet firing is when management creates non-ideal work conditions to make an underperforming employee quit.
190	nonbinary refers to someone who does not identify as exclusively a man or a woman.
191	Whataboutism is the technique or practice of responding to an accusation or difficult question by making a counteraccusation or raising a different issue.
192	E-Learning Localization translates and adapts training content for a specific culture and language.
193	Intergenerational trauma is the psychological and physiological effects that the trauma experienced by people has on subsequent generations in that group.
194	Net-zero transition means cutting greenhouse gas emissions to as close to zero as possible, with any remaining emissions re-absorbed from the atmosphere, by oceans and forests.
195	Generational wealth refers to financial assets that are passed down through families to children, grandchildren and beyond.
196	Ozone therapy is an alternative medical treatment that introduces ozone or ozonides to the body.
197	Direct indexing involves purchasing the underlying shares of an index, rather than owning an index mutual fund or index exchange-traded fund.
198	DataOps is a set of practices and technologies that combines an integrated perspective on data with automation and methods from agile software engineering to improve quality, speed and collaboration and promote a culture of improvement in data analytics.
199	Uncombable means not capable of being combed.
200	Internalized homophobia is defined as the involuntary belief by lesbians and gay men that the homophobic lies, stereotypes and myths about them (that are delivered to everyone in a homophobic society) are true.
201	Gaslighting means to manipulate someone using psychological methods into questioning their own sanity or powers of reasoning.
202	A Data Culture is the collective behaviors and beliefs of people who value, practice, and encourage the use of data to improve decision-making.
203	A red flag law is a gun violence prevention law that permits a state court to order the temporary removal of firearms from a person who they believe may present a danger to others or themselves.
204	A hardship loan is a type of financing designed to help those in a financial crisis caused by an emergency expense or a shortage of earnings.
205	An atmospheric river is a narrow corridor or filament of concentrated moisture in the atmosphere.
206	Fast fashion is the business model of replicating recent catwalk trends and high-fashion designs, mass-producing them at a low cost, and bringing them to retail stores quickly while demand is at its highest.
207	Shopping small means supporting your neighbors, friends, and your community by going to local businesses.
208	Gingerbread decor are decorations for your house or for a gingerbread house that embodies the feeling of Christmas.
209	Healthy coke refers to a very simple combination of sparkling seltzer water and balsamic vinegar.
210	Explainable AI refers to an AI system over which it is possible for humans to retain intellectual oversight and the methods to achieve this. Explainable AI is used to describe an AI model, its expected impact and potential biases.
211	Tinned fish is fish which has been processed, sealed in an airtight container such as a sealed tin can, and subjected to heat.
212	Jaw-lighting is placing a small, subtle strip of highlighter right above the jawline to make the jaw look more defined.
213	Christian nationalism is a type of religious nationalism that is affiliated with Christianity, in which the end goal is to achieve an absolute Christian theocracy within a society.
214	Multifamily construction refers to the building of residential buildings with multiple units that can house multiple families.
215	Deaths of despair are deaths that are prevalent in groups of people who experience despair due to a sense that their long-term social and economic prospects are bleak. Examples of this are suicide, drug or alcohol overdose, or liver failure.
216	Social isolation is the lack of social contacts and having few people to interact with regularly.
217	Virtual learning refers to an environment where students study a digital-based curriculum taught by instructors that lecture online via video or audio.
218	Prediabetes is a condition characterized by slightly elevated blood glucose levels, regarded as indicative that a person is at risk of progressing to Type 2 diabetes.
219	Midterm blues is the tendency of electorate to grow disillusioned with government around halfway through its term of office.
220	Vers refers to being a person who is willing to take either a penetrative or a receptive role in a particular sexual act.
221	Superposition strategies are ways that white people speak of People of Color in contradictory ways to legitimize their own racial identity.
222	Barbiecore is a bright, vibrant trend defined by a very particular color pink that was popularized by the toy and the movie.
223	Bullish means to be characterized by rising share prices.
224	Magaga is Trump's new slogan that means make America great and glorious again.
225	A Christian nationalist is someone who wishes to create a government defined by Christian beliefs and values.
226	Revenge travel is a slang term for leisure travel that follows a period of being unable to travel, such as the quarantine.
227	Surveillance advertising is the systematic harvesting, marketing, and utility of digital surveillance through mechanisms such as cookies, advertising identities, and browser fingerprinting.Apr
228	A book sanctuary is a place where endangered books have a safe place to be displayed and accessed and are protected from censorship.
229	Immunity debt refers to the idea that masking and social distancing temporarily held off infections, which are now occurring as population behavior allows the greater spread of pathogens.
230	The Orange Pill is the process of introducing someone to cryptocurrency.
231	Cisgender refers to a person whose gender identity corresponds with the sex registered for them at birth
232	A twin flame is an intense soul connection with someone thought to be a person's other half, sometimes called a "mirror soul."
233	Big Tech refers to the most dominant information technology companies.
234	Being overemployed refers to individuals that work two or more full-time jobs at the same time.
235	Reality shifting is a term used to describe the belief that one can alter the reality they are experiencing through intentional focus and visualisation.
236	Vabbing is the application of vaginal secretions as a perfume.
237	Siren Eyes refers to the makeup style that evokes that seductive energy that typically involves smokey black eyeliner that really elongates the eye
238	A crypto mayor is is a digital or political leader that has a favorable stance towards cryptocurrencies and intends to incorporate them into policies.
239	Preprints are versions of a scholarly or scientific paper that precede formal peer review and publication in a peer-reviewed scholarly or scientific journal.
240	Immersive art is an interactive and experiential form of art that differs from traditional art forms in that it allows for a more immersive and interactive experience for the viewer.
241	Zero touch IT refers to the use of automation to manage and maintain IT processes without the need for human intervention.
242	A yimby is a a person who supports new development in the area where they live, typically in order to increase the availability of housing.
243	Workplace bias refers to the discrimination that individuals may face while in the workplace.
244	Influencer marketing is a form of social media marketing involving endorsements and product placement from influencers, people and organizations who have a purported expert level of knowledge or social influence in their field.
245	Sleep debt is the cumulative effect of not getting enough sleep. A large sleep debt may lead to mental or physical fatigue.
246	Virtual instruction is when a course is taught either solely online or when components of face-to-face instruction are taught online.
247	Gorpcore is a fashion trend in which outerwear typically designed for outdoor recreation is worn as streetwear.
248	A coastal grandmother is a person who embodies a laid-back lifestyle akin to a retired grandmother living by the seaside.
249	Dropshipping is a form of retail business in which the seller accepts customer orders without keeping stock on hand.
250	Microcredentials are courses that culminate in a digital badge from an accredited university. They let employers and your professional network know that you have proficiency in a subject area.
251	A MOOC is a massive open online course which is made available over the internet without charge to a very large number of people.
252	multichrome is a spray chrome paint combined with an intense prismatic color change effect.
253	Pandemic pink is a new color trend centered around pink which has become popular during the pandemic.
254	Anti-trans violence includes emotional, physical, sexual, or verbal violence directed towards transgender people.
255	Vishing is the fraudulent practice of making phone calls or leaving voice messages purporting to be from reputable companies in order to induce individuals to reveal personal information, such as bank details and credit card numbers.
256	Violent, criminal acts committed by individuals and groups who are inspired by, or associated with extremist ideologies.
257	An index fund is a portfolio of stocks or bonds designed to mimic the composition and performance of a financial market index.
258	eGFR (estimated glomerular filtration rate) is a measure of how well your kidneys are working.
259	The golden-hour makeup trend is a look that captures that warm and glowing light at sunrise and sunset.
260	Hotel quarantine is the practice of isolating new arrivals at hotels to reduce the risk of the spread of a virus during the pandemic.
261	Brain fog describes changes in someone's mental clarity and ability to think or process, often as a result from COVID.
262	Baby-led weaning is an approach to adding complementary foods to a baby's diet of breast milk or formula.
263	Intrusive thoughts are ideas and images that come to mind uninvited and typically unwanted.
264	Codify means to arrange laws, rules, or new decisions into a systematic code.
265	Being immunocompromised means you have a weak immune system.
266	Vaccine efficacy is the percentage reduction of disease cases in a vaccinated group of people compared to an unvaccinated group.
267	Hybrid work is a flexible working model where employees work partly in the physical workplace, and partly remotely – at home or from another workspace.
268	An SPAC is a shell company formed to acquire a private company, thus making the private company public without going through the initial public offering process.
269	Roguelike is a subgenre of role-playing computer games traditionally characterized by a dungeon crawl through procedurally generated levels, turn-based gameplay, grid-based movement, and permanent death of the player character.
270	Passive income is a type of unearned income that is acquired with minimal labor to earn or maintain. It is often combined with another source of income, such as regular employment or a side job.
271	Excited delirium is a controversial, pseudoscientific diagnosis sometimes characterized as a potentially fatal state of extreme agitation and delirium.
272	A conserved environment is an environment that has been successfully protected by individuals, groups, and governments.
273	Carbon neutral means that there is no net release of carbon dioxide to the atmosphere, and it is often achieved through offsetting emissions by planting trees.
274	Culture fit refers to how compatible employees are with a company's culture, goals, and values.
275	A devious lick is the act of stealing items like soap dispensers, signs, or boxes of disposable masks from schools and bragging about it online.
276	Wanderlust is a strong desire to travel, especially after the pandemic.
277	Under-eye makeup is a new trend that uses purple, blue, and red eyeshadows and liners to create deep, dark under-eye circles.
278	Scalp popping is when pull the hair so hard you pop the galea off of the skull that you create a popping sound.
279	Regenerative agriculture is a conservation and rehabilitation approach to food and farming systems.
280	Trip stacking is where eager travellers book two, or even three, separate trips that are flexible and refundable.
281	Dry scooping is a TikTok trend encouraging people to take pre-workout powders without water.
282	Beaning is a trend where kids are posting a video of themselves pouring multiple cans of baked beans on someone's front porch.
283	A red flag is a sign that indicates you should be wary or cautious of someone in a relationship.
284	Hardballing is a term to explain when you tell someone all of your expectations upfront before you even go out on a first date.
285	decarbonization is the reduction or elimination of carbon dioxide emissions from a process such as manufacturing or the production of energy.
286	Ecofascism is a term used to describe individuals and groups which combine environmentalism with fascism. It is defined as a totalitarian government that requires individuals to sacrifice their interests to the well-being of the land.
287	Climate anxiety is fundamentally distress about climate change and its impacts on the landscape and human existence.
288	A fake commute is a ritual that you do before the start and end of your workday that people use to bring structure to their lives during the pandemic.
289	Micromobility is transportation using lightweight vehicles such as bicycles or scooters, especially electric ones that may be borrowed as part of a self-service rental program in which people rent vehicles for short-term use within a town or city.
290	Virtual selling is the collection of processes and technologies by which salespeople engage with customer remotely with both synchronous and asynchronous communications.
291	Remote work is the practice of working from one's home or another space rather than from an office.
292	telemedicine is the remote diagnosis and treatment of patients by means of telecommunications technology.
293	Black Marxism is a movement that introduces racial analysis to Marxism and analyzes Marxism through the experience and lens of black people.
294	Sunshine laws are regulations requiring transparency and disclosure in government or business.
295	Telehealth is the provision of healthcare remotely by means of telecommunications technology.
296	Striketober was a labor strike wave in October 2021 by workers in the United States in the context of strikes during the COVID-19 pandemic.
297	The Bentellect trend is a trend of adding a random creepy or scary picture at the end of the video to scare someone watching.
298	Omniromantic is a romantic orientation where a person is attracted to all genders, sometimes with a preference for certain genders.
299	Claiming to be a movement that represents a new sexual orientation, Super Straight is supposed to be a designation for people who are so straight that they can’t possibly be attracted to a trans person.
300	A bra strap bracelet is an elastic bracelet made from bra straps and adorned with charms, personalised stitching and logos.
301	Bing bong is a nonsensical phrase that people use when excited or emphasizing a point.
302	Icing  is a frat star drinking game. The rules are simple: If a person sees a Smirnoff Ice, he or she must get down on one knee and chug it, unless they happen to be carrying their own Smirnoff, in which case they can "ice block," or refract the punishment back onto the attacker.
